Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
1259,4829,238,125,1049,9764,1078,10,1089.69,43.14,30,13.27,33.18,81,5,348.12,363.26,150,83,MALICIOUS
19406,28089,23,201,5310,14721,1346,597,777.86,397.66,37,72.35,28.96,67,16,508.66,287.37,620,30,MALICIOUS
5393,5640,165,423,927,3142,186,1036,848.46,329.5,23,0.59,30.9,22,10,234.11,328.69,344,387,BENIGN
10287,67260,490,91,598,8526,537,633,1044.38,335.47,20,76.06,4.41,28,4,517.52,222.49,649,400,BENIGN
2895,11122,215,207,9254,9646,350,728,387.3,67.26,36,41.77,16.3,8,4,805.18,150.74,767,87,BENIGN
29336,47373,302,168,3250,12704,606,1155,1215.94,405.79,30,16.65,6.82,8,19,638.44,285.69,425,256,BENIGN
42375,8294,311,410,10573,8424,632,208,598.38,169.54,23,42.22,33.04,2,32,841.84,394.63,471,46,BENIGN
11281,20592,17,441,4581,13395,422,282,260.54,264.91,35,55.36,2.68,28,20,264.59,206.38,45,32,BENIGN
14592,39029,420,133,13457,1256,498,1303,1154.22,261.51,20,43.77,21.29,37,7,695.92,70.43,834,329,BENIGN
38797,20608,411,382,2771,4472,552,1288,366.21,256.54,30,60.51,7.54,38,42,643.66,462.2,924,12,MALICIOUS
5297,10595,335,475,9726,1020,1446,157,251.15,108.82,35,68.7,28.94,92,49,586.28,117.93,185,408,BENIGN
10699,7160,397,465,14945,1504,946,1400,1368.9,472.82,30,91.15,20.09,16,46,675.68,473.26,480,276,BENIGN
46639,76704,354,119,11994,6659,1352,532,51.28,350.86,27,51.7,28.26,65,22,919.46,305.88,254,283,BENIGN
20850,72561,290,62,4669,5039,898,434,474.48,438.38,33,87.15,1.33,89,21,160.16,389.52,955,269,BENIGN
32618,35044,416,257,14184,10719,256,677,1130.39,308.78,21,84.88,28.8,82,38,632.45,47.6,50,307,MALICIOUS
38602,61151,318,278,7985,14197,207,695,775.62,473.87,23,47.1,6.72,4,30,235.4,291.91,487,386,BENIGN
59249,91970,63,1,400,3159,828,538,565.93,236.42,38,40.8,11.21,11,46,765.41,104.71,265,138,BENIGN
36821,30031,496,470,12222,8919,643,208,1475.51,51.98,25,4.89,8.12,52,7,830.93,183.72,892,21,BENIGN
64819,86073,227,65,10685,7601,228,285,234.23,481.53,32,47.02,38.45,13,42,758.21,194.29,108,209,BENIGN
2970,80189,148,498,5214,11772,117,188,1108.3,127.55,36,0.68,13.08,91,43,755.52,272.2,142,485,BENIGN
49266,18582,375,495,3201,12710,543,1200,420.07,193.55,21,72.89,16.94,61,44,696.32,467.47,163,19,MALICIOUS
3871,4125,383,83,4123,3615,1053,955,49.4,287.6,25,20.6,4.47,98,20,425.12,479.94,421,187,BENIGN
22158,9730,31,385,10361,762,77,334,1420.04,292.73,35,44.91,5.61,81,19,665.85,9.75,998,196,MALICIOUS
10678,165,279,124,1338,5076,113,1297,1281.65,86.32,25,13.46,39.29,14,35,533.31,300.91,722,474,BENIGN
22751,99309,337,126,1783,9760,1472,1427,1013.7,205.29,28,87.06,35.02,97,0,268.27,294.88,230,311,BENIGN
40896,19663,281,441,5358,1352,1378,242,678.2,256.1,31,37.39,19.69,10,13,691.95,436.54,906,176,BENIGN
51536,111,349,139,11003,2806,266,207,11.01,13.23,31,7.21,7.36,76,0,412.84,108.91,878,166,BENIGN
34193,95789,183,368,4860,12404,1275,607,748.76,59.22,28,47.77,5.21,78,6,544.0,466.16,662,446,BENIGN
23279,52079,223,250,3326,4150,1323,662,307.93,204.54,36,92.7,0.79,89,33,743.98,413.28,543,13,MALICIOUS
16395,23829,220,14,9359,8771,391,841,597.51,316.77,30,1.52,14.62,44,43,154.09,273.16,359,123,BENIGN
41391,79565,181,340,4390,2053,155,313,42.4,353.68,25,70.92,4.31,90,26,820.51,4.01,457,398,BENIGN
5625,48144,313,495,13508,7110,1124,93,556.63,483.81,31,91.12,16.61,15,9,502.54,395.88,348,216,BENIGN
63246,31975,472,118,11107,11156,79,1475,814.14,119.58,32,88.75,0.88,70,24,974.81,334.11,535,20,MALICIOUS
51482,6976,490,335,12007,6064,866,1221,274.87,52.25,27,39.07,29.57,22,25,24.86,394.07,101,312,BENIGN
26221,79266,122,384,12768,13787,461,176,178.48,73.12,23,1.06,25.48,50,30,358.83,421.16,608,298,BENIGN
8332,26855,492,165,10718,12581,197,311,842.56,356.51,22,86.55,45.73,96,38,362.63,327.75,278,495,MALICIOUS
47095,64388,455,5,5751,13960,919,280,855.62,151.53,38,73.63,40.49,3,23,313.83,298.45,349,136,BENIGN
47114,77384,29,481,7243,14538,110,330,156.75,238.46,20,95.85,45.54,8,0,10.16,117.43,977,383,BENIGN
41788,32186,50,205,6402,10649,1061,16,1090.86,460.0,39,11.93,7.19,49,2,594.78,363.21,30,28,BENIGN
16149,13556,487,126,6592,1318,836,16,762.32,258.65,31,2.02,27.54,85,3,159.0,449.04,442,284,BENIGN
64313,23510,383,122,12202,8038,28,927,1055.21,301.79,23,94.57,11.62,76,26,855.59,301.62,210,121,MALICIOUS
3073,77561,379,69,4645,3931,50,1180,137.65,446.69,33,86.17,49.96,84,7,567.59,170.35,985,197,BENIGN
55464,51617,168,196,14848,6557,1437,902,726.29,304.96,21,12.89,18.72,39,7,218.9,368.54,178,397,BENIGN
61922,21157,420,106,8870,12948,387,987,297.12,124.75,31,78.58,13.41,2,31,2.25,317.31,520,184,BENIGN
39113,50147,218,79,11737,7538,175,777,942.65,45.61,32,2.39,12.2,75,35,428.16,271.82,197,235,BENIGN
28245,37775,16,286,239,4591,1040,1330,975.77,199.49,37,0.02,43.25,50,0,556.33,102.99,255,186,BENIGN
29040,97393,99,259,13336,13599,646,862,1182.73,315.81,20,0.54,39.57,39,19,548.6,395.55,405,423,BENIGN
32295,2588,122,84,8965,4807,36,458,357.79,336.89,32,22.61,37.86,90,22,88.66,476.39,792,492,BENIGN
17734,57638,76,194,7109,14377,170,707,790.61,305.94,37,35.83,23.53,46,44,565.96,496.48,509,68,BENIGN
54020,84525,209,201,5957,14461,621,367,89.24,44.28,34,63.05,46.67,36,7,725.31,175.53,303,133,MALICIOUS
52372,20815,79,417,4801,8990,927,250,710.12,387.83,22,23.51,9.19,26,38,345.15,436.51,767,85,BENIGN
52746,52641,353,207,1097,11833,1138,1295,499.7,496.38,21,4.56,37.82,56,19,899.21,282.5,147,427,MALICIOUS
53381,83635,151,349,14777,7367,1449,872,497.1,265.92,39,51.31,7.93,84,7,282.82,320.91,915,55,BENIGN
36338,32907,480,43,9508,10930,838,424,1251.64,54.95,20,74.16,5.54,67,34,569.22,47.33,533,155,BENIGN
10299,30365,264,81,9548,14694,707,190,873.27,324.94,31,56.74,28.41,50,21,215.74,495.69,110,459,MALICIOUS
57780,56601,52,444,4159,14126,920,1142,745.84,274.43,26,65.25,13.88,24,24,236.53,107.73,613,81,BENIGN
43837,34540,122,90,11834,5846,1061,549,1158.08,409.03,37,97.03,26.63,66,43,495.53,451.34,578,348,MALICIOUS
27623,4644,233,377,4379,8447,621,30,208.92,205.86,25,3.11,37.03,8,41,441.95,209.76,292,308,BENIGN
35866,54286,262,365,575,5057,1488,512,1028.76,318.92,24,42.67,32.94,19,41,728.82,185.77,354,139,BENIGN
9138,88537,458,109,8048,14159,702,487,1008.04,290.57,31,9.86,37.58,79,34,18.79,211.48,951,436,MALICIOUS
15639,63831,187,59,1528,7584,127,253,471.7,353.91,36,65.22,30.44,7,2,412.81,73.43,423,160,BENIGN
54269,56137,134,120,14978,4698,1491,1320,708.49,152.94,39,49.99,12.0,36,41,250.51,263.17,419,68,BENIGN
23638,42080,415,309,2301,8140,1167,340,744.83,451.71,26,81.2,45.41,65,8,318.61,486.08,974,343,MALICIOUS
31560,32115,56,264,484,11168,913,214,1142.05,5.64,26,40.71,21.88,53,23,68.91,392.22,905,441,BENIGN
51007,1966,92,204,5944,7460,342,470,1447.39,317.77,25,4.68,28.03,48,31,815.44,363.26,56,46,BENIGN
50110,35314,380,384,7476,5935,1357,942,727.71,363.45,32,45.97,36.14,74,7,628.09,213.62,292,190,BENIGN
43826,98015,58,219,14121,14536,1395,924,867.46,142.02,20,94.09,20.12,65,43,710.67,384.88,33,171,BENIGN
41489,27915,465,51,10047,6807,1068,393,1461.63,324.3,33,57.24,30.55,86,40,557.48,463.83,138,230,BENIGN
8506,74188,403,287,11798,14895,989,980,342.5,427.08,21,72.23,9.16,57,7,626.43,13.87,142,103,BENIGN
19551,16485,165,37,13703,6450,1411,994,231.96,1.76,24,82.19,9.68,96,30,7.69,268.8,720,16,BENIGN
56167,84803,391,352,3933,4808,1466,1254,1195.29,300.79,39,66.27,40.37,18,37,710.4,72.01,681,48,BENIGN
42049,56223,240,157,9156,4414,747,1079,1296.88,330.75,34,5.67,13.74,36,10,703.77,50.14,201,452,BENIGN
3629,91771,389,359,4334,4257,546,341,254.27,424.07,29,81.7,15.95,18,31,539.67,493.87,100,449,MALICIOUS
17777,79273,463,225,7657,4264,1453,709,811.15,123.78,28,60.39,30.99,62,5,428.1,129.48,662,45,BENIGN
3177,26706,126,192,12074,7969,139,1184,96.92,143.11,33,6.47,29.08,18,42,35.9,91.72,639,462,BENIGN
11432,1793,73,352,5298,14688,1127,512,1105.26,189.7,29,75.07,40.03,69,4,417.2,485.39,436,413,BENIGN
44074,86055,391,373,897,9066,1492,443,1268.9,58.19,34,4.0,7.99,97,25,757.68,127.39,809,86,BENIGN
61589,74734,318,454,13464,2845,736,1210,1240.98,249.82,39,50.76,12.6,32,1,171.48,15.93,569,64,BENIGN
42280,15188,43,272,5323,752,121,433,863.29,173.89,29,49.92,28.78,42,30,557.31,217.27,37,405,BENIGN
29004,34818,336,258,13019,14240,938,948,1145.26,166.35,32,59.64,14.49,52,42,731.29,420.81,111,353,MALICIOUS
55951,66612,216,94,9149,5894,652,476,979.82,263.23,20,81.37,39.07,69,46,871.28,313.65,60,329,BENIGN
8893,4204,282,99,10206,6884,1325,1270,1346.64,276.7,36,28.68,42.4,68,9,677.06,323.63,509,319,BENIGN
34945,58628,178,26,4775,13989,1387,927,118.74,467.96,22,80.23,14.91,12,35,324.19,195.4,953,469,BENIGN
50520,62331,91,236,1057,14628,1020,458,39.02,489.83,27,73.27,49.56,92,44,387.32,490.85,727,457,BENIGN
10940,61283,303,222,66,13694,318,1045,725.72,193.56,31,52.04,38.69,67,48,908.31,142.87,568,488,BENIGN
46990,31918,86,428,13431,6752,280,763,398.96,270.65,29,80.18,37.74,28,0,683.83,349.97,11,419,BENIGN
12411,19309,430,460,5435,6754,376,169,1310.53,385.06,22,83.26,1.77,24,29,541.57,214.05,722,141,BENIGN
19986,79605,90,332,12628,9124,1432,298,862.76,172.53,38,63.38,19.32,11,46,112.14,260.28,364,225,MALICIOUS
3953,35273,328,186,4287,14311,320,715,1374.61,441.78,33,33.06,42.47,26,6,830.87,366.08,185,175,BENIGN
35963,38694,151,44,3305,8775,1403,1123,59.73,383.76,24,79.01,24.53,89,25,262.49,446.45,401,362,BENIGN
60045,89192,163,185,14617,5533,163,85,1035.12,283.97,22,41.15,35.15,69,32,306.48,83.28,972,164,BENIGN
52931,7900,474,23,1664,1715,1394,841,1248.61,381.86,25,95.85,17.27,5,23,243.36,303.01,626,308,BENIGN
23803,74189,301,188,1666,6971,1095,142,1185.05,255.2,37,82.34,3.51,84,0,189.06,25.93,359,430,BENIGN
38013,96467,190,290,8360,9465,430,650,725.41,256.4,25,52.8,1.82,35,33,469.88,270.11,879,312,BENIGN
26920,90277,285,154,11321,12628,1381,1125,398.88,36.59,24,97.48,43.89,92,31,774.9,249.78,406,171,BENIGN
22072,97996,140,219,4534,1097,872,216,642.24,463.58,33,94.62,32.43,78,9,129.66,276.25,47,153,BENIGN
11129,72064,325,83,12097,12517,1194,920,233.0,214.89,25,21.15,9.5,73,42,119.9,96.55,316,47,MALICIOUS
61140,36477,117,498,367,8966,158,65,669.44,224.17,33,6.75,20.42,30,32,984.08,375.81,674,446,BENIGN
24683,51906,153,154,7686,8561,295,222,183.24,122.05,29,44.62,36.03,69,22,343.04,191.97,31,195,MALICIOUS
11896,86811,106,274,7374,5726,243,567,1320.26,201.51,21,18.11,30.53,59,20,450.5,436.16,800,381,BENIGN
55908,17160,196,432,120,4816,1286,520,643.39,100.54,27,64.99,3.21,28,19,402.25,182.46,485,48,BENIGN
52242,27611,375,376,542,10750,968,669,587.39,67.9,24,44.13,30.05,49,18,53.87,60.28,570,250,BENIGN
54417,26144,308,393,13285,2737,1131,1452,930.49,459.41,33,5.82,39.79,19,3,205.72,313.01,667,320,BENIGN
63020,64300,441,129,12774,1018,226,272,13.77,339.14,27,48.09,16.31,52,45,658.68,25.5,77,86,BENIGN
37003,93809,460,58,2876,2166,1373,201,535.1,479.93,29,77.79,7.31,37,13,558.18,438.47,92,337,BENIGN
23948,1164,303,172,4191,10846,617,779,168.37,352.96,31,67.29,17.03,4,5,150.87,76.5,896,194,MALICIOUS
15506,37801,488,91,12072,8765,284,1053,259.71,276.31,39,24.7,22.2,41,7,425.93,216.42,804,207,BENIGN
53461,86340,138,1,14996,100,908,1389,952.99,186.94,20,75.29,34.53,54,47,174.17,77.69,20,424,MALICIOUS
44191,2852,184,49,667,2326,297,625,1001.22,376.31,35,88.8,0.01,68,29,659.77,158.55,316,180,BENIGN
12104,80637,398,490,782,9752,197,848,561.29,230.1,30,76.08,43.69,25,36,587.02,312.35,947,128,MALICIOUS
57917,84921,206,414,7305,448,1326,742,326.89,296.54,38,68.27,15.89,51,27,412.46,232.38,241,240,BENIGN
4210,17245,253,457,2697,5074,1059,1000,702.53,478.13,26,50.04,20.7,21,44,351.17,458.93,836,416,MALICIOUS
54018,37155,38,385,13482,2654,463,1099,1324.59,110.36,24,59.22,21.51,81,7,398.18,475.26,567,16,BENIGN
65375,4615,48,179,6775,5713,620,48,442.33,475.59,30,43.68,49.85,25,43,974.49,241.67,156,81,BENIGN
6879,3106,62,369,173,2743,1336,592,1127.97,17.45,38,43.73,41.32,19,48,116.5,3.71,97,360,MALICIOUS
53215,68752,284,74,3601,11549,537,396,867.36,193.56,35,50.3,23.93,22,8,971.65,380.47,79,322,BENIGN
8124,74071,223,263,6063,1226,853,1044,387.88,156.58,29,86.29,13.19,35,47,852.81,466.95,14,234,BENIGN
57136,83689,320,59,7358,7325,823,771,1024.25,328.89,22,29.41,6.59,75,14,11.29,485.04,665,400,BENIGN
25763,87916,477,241,4566,6010,928,373,198.42,440.66,22,24.51,43.15,60,19,291.75,54.5,202,152,BENIGN
50482,60445,183,355,4886,13820,600,299,857.88,46.89,26,71.28,23.91,40,33,684.39,460.03,969,254,BENIGN
29388,585,319,88,11939,279,1145,682,619.91,338.17,32,19.95,7.2,14,37,839.67,309.39,81,220,BENIGN
24203,33773,69,484,8979,6567,621,1325,1305.02,424.26,31,84.56,0.92,51,1,804.94,496.63,375,104,BENIGN
15373,61560,322,404,4813,3298,77,812,46.55,250.16,22,7.94,11.08,0,31,568.97,135.39,245,455,MALICIOUS
53984,34178,117,89,5236,13965,1078,1354,1374.48,86.01,35,33.51,3.79,53,8,260.29,385.9,421,370,BENIGN
5389,35591,50,340,12788,9373,117,808,1383.77,485.97,26,26.6,3.28,4,34,546.76,307.16,246,359,BENIGN
35943,50423,180,289,13014,13480,409,8,751.38,203.45,28,31.18,27.54,81,43,764.98,279.11,336,124,MALICIOUS
34977,95214,106,381,14219,12386,681,819,520.35,213.03,36,61.12,22.01,57,35,394.12,176.65,157,218,BENIGN
64240,63119,118,96,5366,4682,1408,787,1059.56,67.7,27,32.96,42.73,99,49,595.39,488.56,266,196,BENIGN
7510,28095,471,177,12056,12318,668,531,140.2,181.22,37,66.28,27.57,53,36,718.38,183.85,968,56,BENIGN
19859,81397,204,297,12044,6718,439,569,1434.83,469.04,38,95.59,45.94,83,31,710.22,69.19,796,421,MALICIOUS
59702,10011,249,119,6034,2754,822,250,932.57,136.85,37,87.97,37.77,78,27,906.42,365.52,109,425,BENIGN
34579,64964,484,89,4738,872,1377,815,45.44,262.93,25,76.59,45.11,33,1,872.56,369.59,61,291,BENIGN
57328,91102,101,81,7223,12827,464,959,1386.22,335.45,34,65.3,9.64,15,24,97.34,379.7,585,370,BENIGN
40837,99138,242,484,4343,6374,972,285,1394.74,396.29,25,17.55,18.56,42,45,820.17,64.61,688,365,BENIGN
21888,35447,140,155,9645,13308,1466,1185,686.2,302.9,25,23.99,41.23,81,5,483.49,483.84,125,305,BENIGN
10295,45614,305,307,2010,7834,796,169,7.67,416.34,20,17.28,0.11,68,33,885.34,247.11,351,130,BENIGN
57000,74165,49,161,3476,5106,1268,139,1250.7,228.73,34,42.25,46.86,99,18,897.79,477.12,442,131,BENIGN
20903,36850,41,297,180,5144,234,852,390.92,490.56,27,88.99,45.52,58,0,730.77,104.69,953,448,BENIGN
45349,22145,321,344,4143,7106,9,229,150.13,217.52,27,48.12,38.57,94,11,522.21,217.86,231,91,BENIGN
13547,194,307,173,2972,7956,125,950,754.06,126.52,37,98.24,36.17,39,37,339.54,61.35,544,305,MALICIOUS
46758,82139,421,31,11028,10173,409,471,652.28,63.92,39,38.73,6.64,34,42,350.72,286.57,27,244,BENIGN
51133,3678,64,385,10657,6560,995,392,1170.51,233.69,32,19.77,22.75,14,36,894.47,117.28,309,2,BENIGN
44754,87170,32,430,4199,2909,1027,1348,1457.67,52.06,35,63.71,45.34,92,45,136.29,333.62,67,103,BENIGN
17353,13259,171,32,14130,12437,77,395,881.33,220.09,32,45.31,47.93,44,36,245.95,436.71,636,21,BENIGN
46914,16685,19,42,8604,6164,369,613,793.32,141.19,26,93.7,15.37,92,35,325.39,452.51,437,68,BENIGN
15079,87899,236,55,6917,8190,891,1242,1223.1,118.98,39,38.57,29.66,40,30,724.67,489.26,91,456,BENIGN
34434,81223,300,201,2094,7964,52,569,960.41,484.41,25,14.51,5.41,51,28,902.58,260.79,269,444,BENIGN
1717,22291,217,364,6417,3852,895,177,1495.93,380.67,39,34.56,44.42,83,35,313.98,251.29,923,402,BENIGN
33822,28119,143,177,12931,14111,1202,939,639.55,335.51,26,1.17,33.89,8,46,591.56,352.76,975,285,BENIGN
64557,70568,119,206,2942,12231,1088,1484,348.74,477.26,34,77.93,40.64,1,20,195.92,436.22,787,48,BENIGN
32562,82376,315,411,13906,1329,581,911,895.91,101.36,22,49.77,49.78,12,25,485.17,293.65,114,249,MALICIOUS
13737,28923,245,401,10845,9172,415,1345,1411.53,194.55,27,48.87,45.72,95,33,731.67,139.52,810,271,MALICIOUS
26357,21409,249,127,6085,9451,338,671,1079.47,495.38,36,63.14,41.19,56,33,951.78,434.55,819,462,BENIGN
28774,56088,159,147,4689,10431,1031,112,217.12,60.04,25,10.32,10.15,74,5,913.39,59.83,166,322,MALICIOUS
14893,87360,210,66,11003,2224,518,967,111.07,4.14,37,78.82,2.99,54,8,346.16,400.97,426,474,BENIGN
38620,7382,334,19,6344,3580,1036,878,1303.8,329.01,39,5.06,36.7,13,6,228.78,304.5,879,478,BENIGN
22985,51957,36,454,2196,11932,819,781,1075.8,364.23,24,81.16,37.22,25,25,590.07,372.91,728,30,BENIGN
58936,11155,316,41,3923,43,961,1142,553.54,412.09,29,78.13,0.31,50,14,584.06,350.77,171,154,BENIGN
13663,40297,336,438,11004,13697,962,294,33.16,107.87,24,60.98,47.77,34,8,607.26,211.8,922,382,BENIGN
21753,86997,11,355,11815,1155,1102,277,714.47,194.19,38,66.15,28.76,66,35,360.52,434.51,611,118,MALICIOUS
7660,69310,287,237,10425,9582,1059,1116,1112.35,381.18,21,45.93,28.84,12,47,864.37,196.62,64,145,BENIGN
30503,66311,194,465,5985,10585,385,595,185.83,17.8,20,39.09,34.19,97,12,300.83,89.08,102,123,MALICIOUS
16826,50095,495,490,5944,1077,588,120,187.15,413.8,26,89.31,8.18,21,23,105.04,54.44,96,386,BENIGN
65420,94990,322,188,10546,12657,230,1459,695.58,395.57,36,74.08,15.07,91,14,540.43,59.17,938,446,BENIGN
65313,91599,108,228,12597,1890,773,80,590.78,44.35,29,63.66,34.97,16,36,633.5,269.19,640,42,MALICIOUS
20477,23974,112,68,11154,3858,186,738,658.49,341.8,24,74.39,27.61,40,38,832.72,362.94,758,232,BENIGN
48064,62417,56,350,12302,160,1285,688,806.29,250.7,21,48.1,11.13,12,17,873.76,204.66,801,158,BENIGN
40971,57275,144,423,1628,7279,224,213,954.11,410.52,39,83.46,3.02,69,20,764.73,280.39,537,369,BENIGN
64851,50333,16,135,11607,11341,387,453,484.07,49.38,27,53.45,27.22,96,30,308.02,174.92,532,427,BENIGN
51057,47729,236,371,1832,5412,1144,931,1164.96,126.24,33,25.82,3.47,93,48,575.02,424.16,546,58,BENIGN
2219,52807,368,313,5234,2365,68,873,1210.16,132.68,24,15.79,22.54,66,27,705.59,374.86,547,256,BENIGN
2669,15204,232,407,1946,5814,545,494,505.55,364.9,25,48.6,14.22,36,32,90.06,246.78,21,447,BENIGN
42117,48242,240,304,6894,2608,412,966,113.5,163.82,30,48.8,2.45,16,16,76.45,179.87,231,393,BENIGN
12683,82115,300,165,10540,3416,226,1325,346.74,27.92,37,58.54,1.16,54,25,946.32,68.03,4,154,BENIGN
1419,88691,92,241,13004,8954,466,996,1209.24,442.22,30,43.18,18.86,56,8,498.95,224.27,457,323,MALICIOUS
59922,50797,297,94,9646,7911,1271,405,542.56,342.11,24,19.44,32.18,5,18,691.54,91.29,866,453,BENIGN
37551,3672,166,43,12304,9200,1121,311,1178.86,391.24,34,26.72,33.74,39,30,532.87,461.6,96,282,BENIGN
46255,5764,142,472,8069,12735,1453,1307,598.88,129.42,36,85.72,9.9,85,8,42.65,54.17,436,360,MALICIOUS
38368,14088,298,77,2979,13093,932,417,423.86,285.59,34,78.49,25.4,8,26,472.58,8.71,712,182,BENIGN
40976,84918,140,52,11587,2089,393,1287,292.14,328.65,20,58.13,35.44,68,30,563.61,494.55,761,147,BENIGN
26876,12844,63,288,4595,2335,739,844,65.23,356.84,29,63.48,41.83,31,48,487.81,488.61,827,280,BENIGN
13775,90112,328,300,7512,385,925,179,1129.67,307.37,31,29.05,39.35,9,47,433.77,305.08,927,143,BENIGN
61989,75947,479,290,1149,444,807,17,1486.97,18.68,22,25.48,1.82,80,43,395.15,205.32,32,82,MALICIOUS
47550,59726,291,191,13220,3194,1413,334,1230.19,88.34,29,29.85,23.94,60,20,449.17,221.79,905,23,BENIGN
2245,23476,195,344,479,5269,604,1079,1075.07,395.32,27,42.43,18.18,88,25,584.67,396.82,443,458,BENIGN
22286,86199,366,468,10206,11429,256,909,1152.88,20.16,38,33.36,40.71,88,34,38.9,320.45,703,247,BENIGN
62974,26650,451,272,1022,13469,196,1185,607.69,245.83,35,22.78,45.5,19,21,976.91,128.25,934,113,MALICIOUS
17175,59825,166,450,12967,12023,369,1445,477.48,277.74,26,54.94,7.84,11,2,928.24,324.41,891,24,BENIGN
50548,34500,271,28,12210,13670,504,884,271.12,190.01,32,1.12,32.38,6,41,488.13,381.14,656,30,BENIGN
11738,96207,486,433,5256,14685,665,8,9.14,456.24,30,74.08,36.46,30,7,875.83,249.9,180,404,BENIGN
39270,85157,188,49,10152,13534,922,320,1499.18,356.12,20,1.35,47.56,33,14,465.27,487.97,635,490,BENIGN
57529,84343,217,79,2696,7560,664,141,486.84,251.45,32,45.47,1.88,52,43,349.79,69.94,210,31,BENIGN
58652,65394,246,424,739,4822,481,1440,773.78,107.34,39,46.37,27.84,84,16,308.98,408.18,818,328,BENIGN
38946,45606,227,198,2331,3745,479,1181,724.81,106.7,31,90.18,32.04,45,20,727.67,327.64,689,15,MALICIOUS
64758,13680,338,384,8313,1389,237,1332,860.93,244.84,24,32.48,33.44,78,7,808.09,489.35,196,6,MALICIOUS
57187,5021,29,134,11800,7087,293,616,662.77,171.69,39,13.18,23.73,54,46,779.41,226.43,988,394,MALICIOUS
2729,31502,213,455,11706,5886,726,1077,726.75,81.14,30,82.15,6.21,91,8,314.29,221.64,264,419,BENIGN
18303,74430,110,155,2197,14520,760,1397,1187.84,210.29,36,26.43,14.99,95,42,910.63,242.72,151,295,BENIGN
23974,60779,374,296,2443,11689,714,286,407.42,30.89,21,57.26,27.29,19,6,122.34,466.34,483,42,BENIGN
23502,82906,374,31,14417,3859,210,499,157.47,227.83,24,26.27,12.92,95,18,21.76,334.51,25,456,BENIGN
19244,80175,277,232,14506,9198,1043,782,923.81,416.33,21,91.22,22.86,78,27,859.68,219.33,822,23,BENIGN
58492,41277,223,142,3209,14234,1165,1086,476.1,360.92,25,48.07,6.83,4,48,435.67,133.44,832,16,MALICIOUS
3320,50835,66,313,11944,5658,882,1030,535.99,71.46,26,34.8,38.78,34,38,663.73,225.17,582,271,BENIGN
16494,38452,2,64,14904,11485,639,604,327.14,101.44,31,66.66,40.42,65,1,163.55,417.66,838,283,BENIGN
22533,50622,200,265,2947,398,25,317,866.73,265.03,36,35.82,7.13,28,46,818.12,34.99,834,419,BENIGN
31147,49945,174,430,1240,6987,11,280,143.45,294.11,34,47.65,42.6,40,38,511.78,243.95,517,22,BENIGN
13283,42824,1,303,945,11828,682,226,456.04,346.31,32,64.31,3.04,96,13,770.61,84.98,455,250,BENIGN
15925,62013,43,109,4342,9092,444,1037,1029.32,217.82,27,92.0,12.32,73,48,619.99,124.78,719,481,BENIGN
14134,59769,482,488,28,9028,1262,113,789.93,36.27,37,42.62,30.23,5,16,903.61,473.83,17,121,BENIGN
10225,13187,460,369,11066,10236,1171,651,634.5,174.73,20,46.0,48.0,45,44,993.66,78.98,881,282,BENIGN
10874,30662,226,227,9526,557,1428,428,1070.16,446.87,22,64.4,38.77,57,30,972.47,498.46,212,34,BENIGN
15082,87599,45,449,14296,12048,818,433,627.93,289.26,32,58.32,18.45,91,27,437.45,37.13,357,337,BENIGN
52647,24874,484,406,8674,2343,281,701,239.54,206.78,33,27.48,24.07,70,0,116.6,478.29,195,34,BENIGN
25676,45748,239,214,7102,1258,209,134,938.99,236.3,27,93.26,26.54,3,23,58.54,176.04,663,151,BENIGN
23996,14315,38,283,8325,3791,333,1416,1080.6,456.85,29,71.1,6.48,27,4,219.75,332.41,735,380,BENIGN
53299,68632,321,230,4078,11903,244,1459,318.95,456.69,34,97.41,35.95,81,25,713.29,433.79,722,123,BENIGN
2820,79548,323,155,7803,5063,703,605,867.19,491.12,34,36.25,44.26,50,18,880.29,170.71,254,455,BENIGN
41483,26110,82,85,4684,9879,793,1408,851.55,171.32,36,99.43,12.26,55,31,296.93,26.22,122,153,BENIGN
51204,75985,244,28,12746,7765,205,208,961.56,58.43,27,74.16,41.83,23,12,480.83,269.07,900,111,BENIGN
35418,92832,228,466,5468,1998,581,848,1263.29,141.46,28,23.61,3.74,29,37,708.8,488.3,86,295,BENIGN
3692,51046,393,163,13373,3638,103,1008,1044.28,287.65,37,69.01,35.95,83,21,719.36,70.41,304,315,BENIGN
45853,60760,50,174,12462,2030,186,294,250.38,109.47,35,37.64,49.06,34,18,907.38,343.57,428,255,BENIGN
9332,55740,30,127,8705,4587,655,399,544.27,57.41,31,66.99,18.64,52,43,840.86,461.42,517,406,BENIGN
60638,55870,410,205,7066,2462,532,1028,1154.95,136.51,29,70.19,45.36,72,35,213.81,428.33,397,441,BENIGN
52127,42778,358,368,7259,8256,1379,1169,359.09,436.04,30,58.91,22.36,25,0,938.69,373.44,999,74,MALICIOUS
46925,56933,154,326,12655,7098,1479,1186,169.04,409.68,21,42.27,34.36,44,43,696.07,109.57,543,2,MALICIOUS
